age_in_days,asset.host_name,asset.id,asset.ipv4_addresses,asset.name,asset.operating_systems,definition.cve,definition.description,definition.family,definition.id,definition.name,definition.solution,definition.vpr.score,definition.vulnerability_published,definition.workaround,definition.workaround_published,definition.workaround_type,first_observed,id,last_seen,port,protocol,resurfaced_date,severity,state,vuln_age,vuln_sla_date
201,abortr01.example.net,asset-31229,10.148.1.132,ABORTR01,Cisco IOS OS,CVE-2022-20968,Vulnerability in Cisco IOS software allows...,Cisco IOS,def-9039,Cisco IP Phone Buffer Overflow,Upgrade to the latest firmware version.,5.4781394260828025,2025-06-15,Disable affected service if not required.,2025-12-03,Mitigation,2025-08-22,vuln-336817,2026-02-05,443,ICMP,,Medium,ACTIVE,124,2026-04-30
171,abortr01.example.net,asset-31229,10.175.78.103,ABORTR01,Cisco IOS OS,CVE-2023-20198,Vulnerability in Cisco IOS software allows...,Cisco IOS,def-1904,Cisco IOS XE Software Web UI Privilege Escalation,Upgrade to the latest firmware version.,10.132272526599584,2025-02-10,Disable affected service if not required.,2025-11-22,Mitigation,2025-10-06,vuln-660596,2026-01-30,80,TCP,,Critical,ACTIVE,118,2026-03-20
332,abortr01.example.net,asset-31229,10.52.46.142,ABORTR01,Cisco IOS OS,CVE-2021-1497,Vulnerability in Cisco IOS software allows...,Cisco IOS,def-1644,Cisco HyperFlex HX Command Injection,Upgrade to the latest firmware version.,10.267512960613994,2025-10-02,Disable affected service if not required.,2025-08-07,Mitigation,2025-09-30,vuln-211954,2026-01-31,0,UDP,,Critical,ACTIVE,125,2026-05-02
98,abortr01.example.net,asset-31229,10.36.10.50,ABORTR01,Cisco IOS OS,CVE-2018-0171,Vulnerability in Cisco IOS software allows...,Cisco IOS,def-1415,Cisco IOS and IOS XE Software Smart Install,Upgrade to the latest firmware version.,10.019739034744976,2025-03-10,Disable affected service if not required.,2025-09-07,Mitigation,2025-09-04,vuln-507652,2026-02-05,8443,ICMP,,Critical,ACTIVE,79,2026-04-06
9,abortr01.example.net,asset-31229,10.10.87.15,ABORTR01,Cisco IOS OS,CVE-2022-20699,Vulnerability in Cisco IOS software allows...,Cisco IOS,def-6533,Cisco Small Business Routers RCE,Upgrade to the latest firmware version.,10.087778531916529,2025-12-17,Disable affected service if not required.,2025-06-14,Mitigation,2025-12-08,vuln-321960,2026-01-30,0,ICMP,,Critical,ACTIVE,134,2026-04-08
297,abortr01.example.net,asset-31229,10.60.237.19,ABORTR01,Cisco IOS OS,CVE-2023-20032,Vulnerability in Cisco IOS software allows...,Cisco IOS,def-1604,Cisco IOS XE Software SNMP Denial of Service,Upgrade to the latest firmware version.,7.935459723633457,2025-05-02,Disable affected service if not required.,2025-12-29,Mitigation,2025-09-09,vuln-748410,2026-02-05,23,ICMP,,High,ACTIVE,167,2026-04-29
89,abortr01.example.net,asset-31229,10.162.13.232,ABORTR01,Cisco IOS OS,CVE-2024-20353,Vulnerability in Cisco IOS software allows...,Cisco IOS,def-6035,Cisco ASA and FTD Software Web Services DoS,Upgrade to the latest firmware version.,8.920739223016032,2025-11-19,Disable affected service if not required.,2025-05-19,Mitigation,2025-11-25,vuln-975930,2026-02-01,22,TCP,,High,ACTIVE,30,2026-04-06
33,abortr01.example.net,asset-31229,10.206.52.110,ABORTR01,Cisco IOS OS,CVE-2019-1653,Vulnerability in Cisco IOS software allows...,Cisco IOS,def-6527,Cisco Small Business Routers Information Disclosure,Upgrade to the latest firmware version.,7.811521029739796,2025-06-16,Disable affected service if not required.,2025-07-25,Mitigation,2025-12-08,vuln-817318,2026-02-01,8443,TCP,,High,ACTIVE,83,2026-03-15
24,abortr01.example.net,asset-31229,10.152.45.86,ABORTR01,Cisco IOS OS,CVE-2020-3566,Vulnerability in Cisco IOS software allows...,Cisco IOS,def-2035,Cisco IOS XR Software DVMRP Memory Exhaustion,Upgrade to the latest firmware version.,6.420745489551822,2025-10-27,Disable affected service if not required.,2025-06-09,Mitigation,2025-11-25,vuln-830119,2026-02-03,8443,TCP,,Medium,ACTIVE,113,2026-04-22
69,abortr01.example.net,asset-31229,10.26.203.217,ABORTR01,Cisco IOS OS,CVE-2024-20359,Vulnerability in Cisco IOS software allows...,Cisco IOS,def-7162,Cisco ASA and FTD Software Arbitrary File Read,Upgrade to the latest firmware version.,6.277661637647105,2025-12-30,Disable affected service if not required.,2025-05-03,Mitigation,2025-12-18,vuln-106658,2026-02-05,23,TCP,,Medium,ACTIVE,167,2026-03-31
214,abortr01.example.net,asset-31229,10.178.207.203,ABORTR01,Cisco IOS OS,CVE-2021-34527,Vulnerability in Cisco IOS software allows...,Cisco IOS,def-8798,Cisco IOS XE Software Buffer Overflow,Upgrade to the latest firmware version.,7.992358330837581,2025-09-24,Disable affected service if not required.,2025-10-26,Mitigation,2025-10-30,vuln-648496,2026-02-02,443,TCP,,High,ACTIVE,45,2026-03-29
306,abortr01.example.net,asset-31229,10.47.184.128,ABORTR01,Cisco IOS OS,CVE-2021-1473,Vulnerability in Cisco IOS software allows...,Cisco IOS,def-2442,Cisco Small Business Router Management Interface,Upgrade to the latest firmware version.,4.4271916540450125,2025-08-06,Disable affected service if not required.,2025-07-13,Mitigation,2025-09-22,vuln-104792,2026-02-01,23,TCP,,Low,ACTIVE,31,2026-04-04
317,abortr01.example.net,asset-31229,10.93.221.195,ABORTR01,Cisco IOS OS,CVE-2020-3452,Vulnerability in Cisco IOS software allows...,Cisco IOS,def-9842,Cisco ASA and FTD Software Path Traversal,Upgrade to the latest firmware version.,7.507540756607623,2025-05-15,Disable affected service if not required.,2025-09-23,Mitigation,2025-10-29,vuln-155646,2026-02-04,22,TCP,,High,ACTIVE,176,2026-03-14
316,abortr02.example.net,asset-72182,10.207.228.195,ABORTR02,Cisco IOS OS,CVE-2024-20353,Vulnerability in Cisco IOS software allows...,Cisco IOS,def-8424,Cisco ASA and FTD Software Web Services DoS,Upgrade to the latest firmware version.,8.143317482653417,2025-12-12,Disable affected service if not required.,2025-10-09,Mitigation,2025-11-28,vuln-923648,2026-02-05,443,ICMP,,High,ACTIVE,30,2026-05-03
228,abortr02.example.net,asset-72182,10.152.149.84,ABORTR02,Cisco IOS OS,CVE-2020-3566,Vulnerability in Cisco IOS software allows...,Cisco IOS,def-7865,Cisco IOS XR Software DVMRP Memory Exhaustion,Upgrade to the latest firmware version.,6.498751395546546,2025-07-25,Disable affected service if not required.,2025-09-12,Mitigation,2025-12-10,vuln-441974,2026-02-04,22,TCP,,Medium,ACTIVE,106,2026-03-13
193,abortr02.example.net,asset-72182,10.229.57.19,ABORTR02,Cisco IOS OS,CVE-2018-0171,Vulnerability in Cisco IOS software allows...,Cisco IOS,def-8716,Cisco IOS and IOS XE Software Smart Install,Upgrade to the latest firmware version.,9.88509225759214,2025-12-11,Disable affected service if not required.,2025-05-29,Mitigation,2025-12-01,vuln-326665,2026-02-01,443,TCP,,Critical,ACTIVE,100,2026-04-14
235,abortr02.example.net,asset-72182,10.185.50.162,ABORTR02,Cisco IOS OS,CVE-2023-20198,Vulnerability in Cisco IOS software allows...,Cisco IOS,def-6875,Cisco IOS XE Software Web UI Privilege Escalation,Upgrade to the latest firmware version.,10.475555891317834,2025-09-26,Disable affected service if not required.,2025-07-20,Mitigation,2025-12-06,vuln-133653,2026-01-31,8443,TCP,,Critical,ACTIVE,72,2026-04-29
239,abortr02.example.net,asset-72182,10.118.108.44,ABORTR02,Cisco IOS OS,CVE-2023-20032,Vulnerability in Cisco IOS software allows...,Cisco IOS,def-6629,Cisco IOS XE Software SNMP Denial of Service,Upgrade to the latest firmware version.,7.419853564250536,2025-08-09,Disable affected service if not required.,2025-10-19,Mitigation,2025-11-25,vuln-706204,2026-02-01,23,TCP,,High,ACTIVE,106,2026-03-14
111,abortr02.example.net,asset-72182,10.152.122.215,ABORTR02,Cisco IOS OS,CVE-2022-20699,Vulnerability in Cisco IOS software allows...,Cisco IOS,def-8581,Cisco Small Business Routers RCE,Upgrade to the latest firmware version.,9.579170878339589,2025-06-02,Disable affected service if not required.,2025-09-03,Mitigation,2025-11-05,vuln-443194,2026-02-02,8443,TCP,,Critical,ACTIVE,152,2026-03-08
294,abortr02.example.net,asset-72182,10.230.2.107,ABORTR02,Cisco IOS OS,CVE-2023-20269,Vulnerability in Cisco IOS software allows...,Cisco IOS,def-1724,Cisco ASA and FTD Software Remote Access VPN,Upgrade to the latest firmware version.,7.040058679813694,2025-05-12,Disable affected service if not required.,2025-04-24,Mitigation,2025-12-30,vuln-546376,2026-02-01,443,UDP,,High,ACTIVE,179,2026-03-16
232,abortr02.example.net,asset-72182,10.127.62.22,ABORTR02,Cisco IOS OS,CVE-2024-20359,Vulnerability in Cisco IOS software allows...,Cisco IOS,def-1203,Cisco ASA and FTD Software Arbitrary File Read,Upgrade to the latest firmware version.,6.193159839002686,2025-06-13,Disable affected service if not required.,2025-09-18,Mitigation,2025-12-05,vuln-475815,2026-02-03,23,ICMP,,Medium,ACTIVE,24,2026-05-06
343,abortr02.example.net,asset-72182,10.79.42.181,ABORTR02,Cisco IOS OS,CVE-2021-34527,Vulnerability in Cisco IOS software allows...,Cisco IOS,def-8524,Cisco IOS XE Software Buffer Overflow,Upgrade to the latest firmware version.,8.157922111230945,2025-03-15,Disable affected service if not required.,2025-12-26,Mitigation,2025-09-13,vuln-586288,2026-01-30,23,ICMP,,High,ACTIVE,104,2026-04-26
321,abortr02.example.net,asset-72182,10.119.181.163,ABORTR02,Cisco IOS OS,CVE-2021-1473,Vulnerability in Cisco IOS software allows...,Cisco IOS,def-1022,Cisco Small Business Router Management Interface,Upgrade to the latest firmware version.,4.660382650996037,2025-12-02,Disable affected service if not required.,2025-06-24,Mitigation,2025-10-14,vuln-656710,2026-02-05,80,UDP,,Low,ACTIVE,70,2026-03-24
57,hqfw01.example.net,asset-90281,10.99.94.120,HQFW01,Cisco IOS OS,CVE-2019-1653,Vulnerability in Cisco IOS software allows...,Cisco IOS,def-1669,Cisco Small Business Routers Information Disclosure,Upgrade to the latest firmware version.,7.36557114397312,2025-10-10,Disable affected service if not required.,2025-12-04,Mitigation,2025-08-17,vuln-843793,2026-01-30,23,TCP,,High,ACTIVE,86,2026-04-22
333,hqfw01.example.net,asset-90281,10.123.189.241,HQFW01,Cisco IOS OS,CVE-2022-20968,Vulnerability in Cisco IOS software allows...,Cisco IOS,def-4437,Cisco IP Phone Buffer Overflow,Upgrade to the latest firmware version.,5.75317349839968,2025-09-14,Disable affected service if not required.,2025-07-27,Mitigation,2025-10-09,vuln-380345,2026-02-01,0,UDP,,Medium,ACTIVE,71,2026-05-04
191,hqfw01.example.net,asset-90281,10.89.116.125,HQFW01,Cisco IOS OS,CVE-2024-20359,Vulnerability in Cisco IOS software allows...,Cisco IOS,def-9215,Cisco ASA and FTD Software Arbitrary File Read,Upgrade to the latest firmware version.,6.026682599109112,2025-11-06,Disable affected service if not required.,2025-05-12,Mitigation,2025-08-24,vuln-811257,2026-01-30,8443,UDP,,Medium,ACTIVE,116,2026-03-29
345,hqfw01.example.net,asset-90281,10.243.178.208,HQFW01,Cisco IOS OS,CVE-2018-0171,Vulnerability in Cisco IOS software allows...,Cisco IOS,def-2075,Cisco IOS and IOS XE Software Smart Install,Upgrade to the latest firmware version.,9.488353582411284,2025-05-18,Disable affected service if not required.,2025-11-24,Mitigation,2025-12-18,vuln-509660,2026-02-04,80,TCP,,Critical,ACTIVE,28,2026-04-27
58,hqfw01.example.net,asset-90281,10.179.38.128,HQFW01,Cisco IOS OS,CVE-2023-20273,Vulnerability in Cisco IOS software allows...,Cisco IOS,def-3465,Cisco IOS XE Software Web UI Command Injection,Upgrade to the latest firmware version.,7.5749931395370975,2025-04-16,Disable affected service if not required.,2025-12-27,Mitigation,2025-10-24,vuln-536770,2026-01-31,8443,TCP,,High,ACTIVE,122,2026-04-15
228,hqfw01.example.net,asset-90281,10.189.166.6,HQFW01,Cisco IOS OS,CVE-2020-3566,Vulnerability in Cisco IOS software allows...,Cisco IOS,def-5776,Cisco IOS XR Software DVMRP Memory Exhaustion,Upgrade to the latest firmware version.,6.489060658685487,2025-12-27,Disable affected service if not required.,2025-09-11,Mitigation,2025-08-27,vuln-775987,2026-02-03,443,ICMP,,Medium,ACTIVE,88,2026-03-27
249,hqfw01.example.net,asset-90281,10.152.171.179,HQFW01,Cisco IOS OS,CVE-2022-20699,Vulnerability in Cisco IOS software allows...,Cisco IOS,def-9686,Cisco Small Business Routers RCE,Upgrade to the latest firmware version.,10.141907870385563,2025-05-25,Disable affected service if not required.,2025-05-18,Mitigation,2025-10-22,vuln-694806,2026-02-04,80,TCP,,Critical,ACTIVE,67,2026-04-23
191,hqfw01.example.net,asset-90281,10.249.74.198,HQFW01,Cisco IOS OS,CVE-2023-20198,Vulnerability in Cisco IOS software allows...,Cisco IOS,def-1775,Cisco IOS XE Software Web UI Privilege Escalation,Upgrade to the latest firmware version.,9.64833833540321,2025-08-15,Disable affected service if not required.,2025-05-19,Mitigation,2025-11-26,vuln-748680,2026-02-04,0,ICMP,,Critical,ACTIVE,74,2026-04-26
363,hqfw01.example.net,asset-90281,10.178.232.171,HQFW01,Cisco IOS OS,CVE-2023-20269,Vulnerability in Cisco IOS software allows...,Cisco IOS,def-3514,Cisco ASA and FTD Software Remote Access VPN,Upgrade to the latest firmware version.,7.161254713221679,2025-11-09,Disable affected service if not required.,2025-12-17,Mitigation,2025-10-18,vuln-702433,2026-02-04,443,UDP,,High,ACTIVE,95,2026-04-26
288,hqfw01.example.net,asset-90281,10.182.9.171,HQFW01,Cisco IOS OS,CVE-2020-3452,Vulnerability in Cisco IOS software allows...,Cisco IOS,def-6192,Cisco ASA and FTD Software Path Traversal,Upgrade to the latest firmware version.,7.978022563039117,2025-10-24,Disable affected service if not required.,2025-07-01,Mitigation,2025-09-15,vuln-666091,2026-02-04,8443,UDP,,High,ACTIVE,32,2026-03-10
208,hqfw01.example.net,asset-90281,10.239.128.197,HQFW01,Cisco IOS OS,CVE-2024-20353,Vulnerability in Cisco IOS software allows...,Cisco IOS,def-3381,Cisco ASA and FTD Software Web Services DoS,Upgrade to the latest firmware version.,9.047789054051345,2025-07-28,Disable affected service if not required.,2025-10-20,Mitigation,2026-01-06,vuln-874368,2026-02-01,8443,UDP,,High,ACTIVE,166,2026-03-23
21,hqfw02.example.net,asset-48739,10.36.174.142,HQFW02,Cisco IOS OS,CVE-2020-3566,Vulnerability in Cisco IOS software allows...,Cisco IOS,def-2914,Cisco IOS XR Software DVMRP Memory Exhaustion,Upgrade to the latest firmware version.,6.608082200771538,2025-06-16,Disable affected service if not required.,2025-09-17,Mitigation,2025-09-15,vuln-474754,2026-02-05,80,TCP,,Medium,ACTIVE,156,2026-03-27
299,hqfw02.example.net,asset-48739,10.135.57.201,HQFW02,Cisco IOS OS,CVE-2023-20269,Vulnerability in Cisco IOS software allows...,Cisco IOS,def-5553,Cisco ASA and FTD Software Remote Access VPN,Upgrade to the latest firmware version.,7.195715673435842,2025-11-26,Disable affected service if not required.,2025-05-24,Mitigation,2025-12-16,vuln-636648,2026-02-02,23,UDP,,High,ACTIVE,82,2026-03-30
342,hqfw02.example.net,asset-48739,10.93.102.38,HQFW02,Cisco IOS OS,CVE-2022-20968,Vulnerability in Cisco IOS software allows...,Cisco IOS,def-8006,Cisco IP Phone Buffer Overflow,Upgrade to the latest firmware version.,5.369629967109208,2025-07-01,Disable affected service if not required.,2026-01-01,Mitigation,2025-10-27,vuln-461675,2026-02-03,80,UDP,,Medium,ACTIVE,144,2026-05-02
228,hqfw02.example.net,asset-48739,10.190.107.206,HQFW02,Cisco IOS OS,CVE-2019-1653,Vulnerability in Cisco IOS software allows...,Cisco IOS,def-8249,Cisco Small Business Routers Information Disclosure,Upgrade to the latest firmware version.,7.288634018330204,2025-06-04,Disable affected service if not required.,2025-06-09,Mitigation,2025-12-03,vuln-976097,2026-02-01,8443,TCP,,High,ACTIVE,37,2026-04-24
244,hqfw02.example.net,asset-48739,10.254.223.135,HQFW02,Cisco IOS OS,CVE-2018-0171,Vulnerability in Cisco IOS software allows...,Cisco IOS,def-6495,Cisco IOS and IOS XE Software Smart Install,Upgrade to the latest firmware version.,9.3661157811668,2025-03-11,Disable affected service if not required.,2025-06-29,Mitigation,2025-12-16,vuln-106940,2026-02-02,0,UDP,,Critical,ACTIVE,107,2026-04-26
364,hqfw02.example.net,asset-48739,10.146.194.235,HQFW02,Cisco IOS OS,CVE-2024-20353,Vulnerability in Cisco IOS software allows...,Cisco IOS,def-3243,Cisco ASA and FTD Software Web Services DoS,Upgrade to the latest firmware version.,8.299257561460184,2025-06-26,Disable affected service if not required.,2025-08-12,Mitigation,2025-08-19,vuln-614416,2026-02-05,80,ICMP,,High,ACTIVE,78,2026-04-06
115,hqfw02.example.net,asset-48739,10.7.203.1,HQFW02,Cisco IOS OS,CVE-2021-34527,Vulnerability in Cisco IOS software allows...,Cisco IOS,def-3523,Cisco IOS XE Software Buffer Overflow,Upgrade to the latest firmware version.,7.56267702356107,2025-02-14,Disable affected service if not required.,2025-05-11,Mitigation,2025-12-07,vuln-785572,2026-01-31,80,UDP,,High,ACTIVE,46,2026-04-06
15,hqfw02.example.net,asset-48739,10.31.196.71,HQFW02,Cisco IOS OS,CVE-2022-20699,Vulnerability in Cisco IOS software allows...,Cisco IOS,def-9078,Cisco Small Business Routers RCE,Upgrade to the latest firmware version.,10.294332954068672,2025-12-04,Disable affected service if not required.,2025-07-06,Mitigation,2025-08-12,vuln-603825,2026-02-01,443,UDP,,Critical,ACTIVE,161,2026-03-25
356,hqfw02.example.net,asset-48739,10.210.31.96,HQFW02,Cisco IOS OS,CVE-2020-3452,Vulnerability in Cisco IOS software allows...,Cisco IOS,def-9397,Cisco ASA and FTD Software Path Traversal,Upgrade to the latest firmware version.,7.732957270557163,2025-12-30,Disable affected service if not required.,2025-08-28,Mitigation,2025-11-27,vuln-709908,2026-02-05,23,UDP,,High,ACTIVE,119,2026-03-12
183,hqfw02.example.net,asset-48739,10.42.14.70,HQFW02,Cisco IOS OS,CVE-2023-20198,Vulnerability in Cisco IOS software allows...,Cisco IOS,def-6917,Cisco IOS XE Software Web UI Privilege Escalation,Upgrade to the latest firmware version.,9.919514005156213,2025-07-09,Disable affected service if not required.,2025-12-14,Mitigation,2025-10-25,vuln-405831,2026-02-01,0,TCP,,Critical,ACTIVE,132,2026-04-25
162,branchfw01.example.net,asset-92317,10.212.217.176,BRANCHFW01,Cisco IOS OS,CVE-2022-20968,Vulnerability in Cisco IOS software allows...,Cisco IOS,def-5932,Cisco IP Phone Buffer Overflow,Upgrade to the latest firmware version.,5.2714589736271185,2025-07-06,Disable affected service if not required.,2025-11-19,Mitigation,2025-08-24,vuln-708222,2026-02-03,23,TCP,,Medium,ACTIVE,36,2026-04-04
191,branchfw01.example.net,asset-92317,10.200.125.106,BRANCHFW01,Cisco IOS OS,CVE-2023-20273,Vulnerability in Cisco IOS software allows...,Cisco IOS,def-6575,Cisco IOS XE Software Web UI Command Injection,Upgrade to the latest firmware version.,7.620907377532035,2025-10-16,Disable affected service if not required.,2025-11-16,Mitigation,2025-11-13,vuln-262062,2026-02-01,23,TCP,,High,ACTIVE,144,2026-03-29
214,branchfw01.example.net,asset-92317,10.118.235.20,BRANCHFW01,Cisco IOS OS,CVE-2019-1653,Vulnerability in Cisco IOS software allows...,Cisco IOS,def-2909,Cisco Small Business Routers Information Disclosure,Upgrade to the latest firmware version.,7.818844744050742,2025-12-30,Disable affected service if not required.,2025-05-07,Mitigation,2025-10-10,vuln-426708,2026-01-31,80,TCP,,High,ACTIVE,114,2026-03-12
